City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
79,Saskylakh,71.9167,114.0833,29.44,96,100,10.02,RU,light snow
80,Cape Town,-33.9258,18.4232,62.91,77,100,11.01,ZA,overcast clouds
81,Castro,-24.7911,-50.0119,51.22,98,8,5.01,BR,clear sky
82,Soyo,-6.1349,12.3689,78.37,92,100,6.73,AO,overcast clouds
83,Maniitsoq,65.4167,-52.9,22.64,85,100,2.8,GL,overcast clouds
84,Igualada,41.581,1.6172,55.42,84,77,1.83,ES,broken clouds
85,Arlit,18.7369,7.3853,75.36,15,100,4.92,NE,overcast clouds
86,Kharan,28.5833,65.4167,78.49,27,7,4.38,PK,clear sky
87,Qaanaaq,77.484,-69.3632,-20.51,70,0,6.38,GL,clear sky
88,Airai,-8.9266,125.4092,73.99,60,100,1.41,TL,overcast clouds
89,Tuatapere,-46.1333,167.6833,62.62,55,72,1.19,NZ,broken clouds
90,Jamame,0.0722,42.7506,81.05,78,100,8.48,SO,overcast clouds
91,Yellowknife,62.456,-114.3525,13.89,85,98,8.57,CA,overcast clouds
92,Hammerfest,70.6634,23.6821,39.65,93,100,5.75,NO,overcast clouds
93,Kletnya,53.3897,33.2171,32.29,98,100,9.73,RU,snow
94,Pacific Grove,36.6177,-121.9166,62.02,74,59,4.0,US,broken clouds
95,Ust-Kuyga,70.0167,135.6,21.15,82,6,6.31,RU,clear sky
96,Urbano Santos,-3.2078,-43.4036,74.1,98,100,2.04,BR,overcast clouds
97,Tasiilaq,65.6145,-37.6368,31.51,95,100,8.3,GL,overcast clouds
98,Nanortalik,60.1432,-45.2371,29.41,89,45,9.91,GL,scattered clouds
99,Tiksi,71.6872,128.8694,5.5,96,95,4.68,RU,overcast clouds
100,Tura,25.5198,90.2201,75.99,82,25,5.66,IN,scattered clouds
101,Victoria,22.2855,114.1577,73.26,78,99,1.99,HK,overcast clouds
102,Broome,42.2506,-75.833,35.62,60,0,1.01,US,clear sky
103,Paamiut,61.994,-49.6678,25.07,85,93,0.34,GL,overcast clouds
104,Hamilton,39.1834,-84.5333,46.89,55,0,5.75,US,clear sky
105,Mar Del Plata,-38.0023,-57.5575,63.09,91,0,10.0,AR,clear sky
106,Aguimes,27.9054,-15.4461,74.86,41,0,11.01,ES,clear sky
107,Salalah,17.0151,54.0924,77.41,88,25,3.74,OM,scattered clouds
108,Port Moresby,-9.4431,147.1797,85.51,68,73,5.59,PG,broken clouds
109,Sabang,5.8933,95.3214,83.37,70,100,6.44,ID,overcast clouds
110,Dingle,10.9995,122.6711,84.69,68,41,12.66,PH,scattered clouds
111,Argir,61.9959,-6.7715,49.17,96,100,19.17,FO,light rain
112,Touros,-5.1989,-35.4608,79.34,81,99,8.61,BR,overcast clouds
113,Benicarlo,40.4165,0.4271,61.56,70,97,1.9,ES,overcast clouds
114,Dikson,73.5069,80.5464,0.95,98,100,1.63,RU,overcast clouds
115,Madinat Sittah Uktubar,29.8167,31.05,78.4,41,100,15.9,EG,overcast clouds
116,Edson,53.5835,-116.4356,35.31,47,100,3.06,CA,overcast clouds
117,Arraial Do Cabo,-22.9661,-42.0278,72.18,71,0,7.38,BR,clear sky
118,Adrar,20.5022,-10.0711,74.91,15,73,12.55,MR,broken clouds
119,Portland,45.5234,-122.6762,56.73,51,100,3.0,US,overcast clouds
120,Tessalit,20.1986,1.0114,70.29,23,0,9.8,ML,clear sky
121,Kaniama,-7.5667,24.1833,66.25,94,71,4.12,CD,broken clouds
122,Bend,44.0582,-121.3153,49.86,45,0,0.0,US,clear sky
123,Xining,36.6167,101.7667,39.15,42,7,2.53,CN,clear sky
124,Yerbogachen,61.2767,108.0108,35.49,73,84,13.96,RU,broken clouds
125,Dicabisagan,17.0818,122.4157,78.21,83,100,5.66,PH,overcast clouds
126,Sioux Lookout,50.1001,-91.917,26.04,99,100,3.18,CA,overcast clouds
127,Carnarvon,-24.8667,113.6333,73.47,68,92,16.11,AU,overcast clouds
128,Port Alfred,-33.5906,26.891,60.19,94,47,12.37,ZA,scattered clouds
129,Barrow,71.2906,-156.7887,14.83,83,4,8.99,US,clear sky
130,Lhokseumawe,5.1801,97.1507,83.26,70,100,4.72,ID,overcast clouds
131,Narsaq,60.9167,-46.05,32.22,90,54,0.56,GL,broken clouds
132,Winslow,35.0242,-110.6974,68.83,10,0,7.43,US,clear sky
133,Ritchie,-29.038,24.6028,51.01,82,0,3.74,ZA,clear sky
134,Kalmunai,7.4167,81.8167,80.65,81,67,4.9,LK,broken clouds
135,Muros,42.7762,-9.0603,56.84,80,81,12.91,ES,broken clouds
136,Port Blair,11.6667,92.75,84.33,68,100,2.91,IN,overcast clouds
137,Langfang,39.5097,116.6947,66.85,24,98,11.95,CN,overcast clouds
138,Bengkulu,-3.8004,102.2655,82.02,78,61,2.62,ID,broken clouds
139,Longyearbyen,78.2186,15.6401,21.04,86,100,4.61,SJ,light snow
140,Fortuna,40.5982,-124.1573,54.52,50,0,3.44,US,clear sky
141,Matamoros,25.5333,-103.25,84.18,11,56,7.43,MX,broken clouds
142,Havoysund,70.9963,24.6622,43.03,96,100,14.97,NO,overcast clouds
143,Bathsheba,13.2167,-59.5167,79.41,78,40,19.57,BB,scattered clouds
144,Bosansko Grahovo,44.1794,16.3639,31.23,68,9,11.01,BA,clear sky
145,Scarborough,54.2797,-0.4044,49.64,73,100,1.01,GB,overcast clouds
146,Iquitos,-3.7481,-73.2472,73.83,98,77,0.96,PE,broken clouds
147,Perth,-31.9333,115.8333,69.19,54,0,6.91,AU,clear sky
148,Vostok,46.4856,135.8833,38.77,51,99,9.57,RU,overcast clouds
149,Fukue,32.6881,128.8419,61.84,42,100,3.0,JP,overcast clouds
150,Sinnamary,5.3833,-52.95,77.16,87,53,8.16,GF,broken clouds
151,Bubaque,11.2833,-15.8333,74.52,76,8,15.68,GW,clear sky
152,Lundazi,-12.2929,33.1782,62.78,96,85,6.38,ZM,overcast clouds
153,Keokuk,40.3973,-91.3849,37.09,100,100,6.91,US,mist
154,Cap Malheureux,-19.9842,57.6142,75.47,91,17,5.01,MU,few clouds
155,Labuan,5.2767,115.2417,81.21,77,51,4.72,MY,broken clouds
156,Chatrapur,19.35,84.9833,84.6,66,78,6.8,IN,broken clouds
157,Bambanglipuro,-7.95,110.2833,85.35,70,77,2.59,ID,broken clouds
158,Port-Gentil,-0.7193,8.7815,79.84,84,100,7.14,GA,moderate rain
159,Yulara,-25.2406,130.9889,75.04,31,100,5.75,AU,overcast clouds
160,Kavieng,-2.5744,150.7967,85.95,65,39,13.73,PG,scattered clouds
161,Lavrentiya,65.5833,-171.0,31.77,97,100,15.03,RU,light snow
162,Tahoua,14.8888,5.2692,79.81,11,99,9.44,NE,overcast clouds
163,Port Macquarie,-31.4333,152.9167,77.9,64,5,6.15,AU,clear sky
164,Lasa,46.6166,10.7002,36.7,71,3,2.95,IT,clear sky
165,Souillac,-20.5167,57.5167,73.78,94,75,1.14,MU,thunderstorm with rain
166,Ostersund,63.1792,14.6357,36.05,64,100,5.75,SE,overcast clouds
167,Namibe,-15.1961,12.1522,72.16,78,58,3.4,AO,broken clouds
168,Thompson,55.7435,-97.8558,20.43,89,100,1.83,CA,overcast clouds
169,Mahibadhoo,3.7833,72.9667,84.02,69,53,11.61,MV,broken clouds
170,Teguldet,57.3064,88.1667,34.66,67,59,9.04,RU,broken clouds
171,Saldanha,-33.0117,17.9442,58.41,75,42,9.71,ZA,scattered clouds
172,Praia,14.9215,-23.5087,69.6,80,24,11.34,CV,few clouds
173,Krasnoselkup,65.7,82.4667,15.17,92,100,15.66,RU,light snow
174,Hobyo,5.3505,48.5268,82.8,78,100,14.07,SO,overcast clouds
175,Muyezerskiy,63.9333,31.65,34.14,98,100,2.21,RU,overcast clouds
176,Hualmay,-11.0964,-77.6139,66.54,84,31,7.45,PE,scattered clouds
177,Saint George,37.1041,-113.5841,79.39,11,0,11.5,US,clear sky
178,Port Hedland,-20.3167,118.5667,91.45,24,13,21.85,AU,few clouds
179,Khatanga,71.9667,102.5,7.77,93,92,14.45,RU,overcast clouds
180,Lebu,-37.6167,-73.65,52.25,91,21,7.14,CL,few clouds
181,Shitanjing,39.2342,106.3439,46.17,33,0,7.56,CN,clear sky
182,Bilma,18.6853,12.9164,77.4,15,8,8.12,NE,clear sky
183,Shingu,33.7333,135.9833,66.49,73,100,7.52,JP,overcast clouds
184,Provideniya,64.3833,-173.3,32.36,86,100,25.01,RU,light snow
185,Hanchuan,30.65,113.7667,61.88,65,96,7.65,CN,overcast clouds
186,Rawson,-43.3002,-65.1023,60.93,72,0,22.1,AR,clear sky
187,Kokopo,-4.352,152.2633,84.29,69,59,4.9,PG,light rain
188,Morondava,-20.2833,44.2833,79.63,80,0,1.23,MG,clear sky
189,San Vicente De Canete,-13.0751,-76.3835,67.48,82,3,3.02,PE,clear sky
190,Inirida,3.8653,-67.9239,73.72,97,100,3.31,CO,overcast clouds
191,Lapua,62.9693,23.0088,32.34,91,100,3.56,FI,overcast clouds
192,Ahuimanu,21.4447,-157.8378,75.85,78,20,8.01,US,light rain
193,Kapaa,22.0752,-159.319,82.38,80,40,5.99,US,scattered clouds
194,Grand Gaube,-20.0064,57.6608,75.38,91,16,5.01,MU,few clouds
195,Siyabuswa,-25.1132,29.0445,60.31,93,98,0.78,ZA,light rain
196,Popondetta,-8.7537,148.2534,89.8,57,61,5.86,PG,broken clouds
197,Vila Franca Do Campo,37.7167,-25.4333,59.41,73,88,12.3,PT,overcast clouds
198,Misratah,32.3754,15.0925,60.57,75,28,14.54,LY,scattered clouds
199,Kasongo-Lunda,-6.4667,16.8167,69.96,99,100,1.83,CD,overcast clouds
200,Tiarei,-17.5333,-149.3333,86.02,75,20,10.04,PF,few clouds
201,Bonthe,7.5264,-12.505,77.81,81,100,5.32,SL,overcast clouds
202,Stokmarknes,68.5646,14.9108,42.78,81,100,3.44,NO,light rain
203,Lagoa,39.05,-27.9833,56.79,66,36,16.69,PT,scattered clouds
204,Sayyan,15.1718,44.3244,59.29,33,4,3.78,YE,clear sky
205,Ust-Nera,64.5667,143.2,20.77,82,100,4.72,RU,overcast clouds
206,Russell,32.3502,-85.1999,65.43,96,75,4.61,US,broken clouds
207,Zaysan,47.4667,84.8667,59.09,15,9,1.36,KZ,clear sky
208,Vila Velha,-20.3297,-40.2925,75.15,81,40,9.22,BR,scattered clouds
209,Jiayuguan,39.8167,98.3,48.83,23,0,6.89,CN,clear sky
210,Berdigestyakh,62.0989,126.6992,30.06,80,100,13.67,RU,overcast clouds
211,Hanumangarh,29.5833,74.3167,86.36,11,71,3.74,IN,broken clouds
212,Fereydunshahr,32.941,50.121,35.83,47,0,7.38,IR,clear sky
213,Ponta Do Sol,32.6667,-17.1,65.12,55,34,12.35,PT,scattered clouds
214,Warwick,41.7001,-71.4162,43.9,56,0,8.05,US,clear sky
215,Avarua,-21.2078,-159.775,80.65,74,100,5.75,CK,overcast clouds
216,Torbay,47.6666,-52.7314,51.89,93,100,15.41,CA,overcast clouds
217,Superior,46.7208,-92.1041,31.48,89,100,19.57,US,snow
218,Nemuro,43.3236,145.575,44.33,75,100,18.75,JP,overcast clouds
219,Mariestad,58.7097,13.8237,37.87,88,98,4.45,SE,overcast clouds
220,Nantucket,41.2835,-70.0995,44.71,58,0,9.22,US,clear sky
221,Esperance,-33.8667,121.9,64.18,58,45,8.84,AU,scattered clouds
222,Kulhudhuffushi,6.6221,73.07,83.66,75,99,7.49,MV,overcast clouds
223,Sebring,27.4956,-81.4409,76.71,83,0,5.75,US,clear sky
224,Carauari,-4.8828,-66.8958,74.37,99,100,1.39,BR,light rain
225,Los Llanos De Aridane,28.6585,-17.9182,71.35,38,100,11.5,ES,overcast clouds
226,Halifax,44.6453,-63.5724,43.48,66,29,8.99,CA,scattered clouds
227,Cabo San Lucas,22.8909,-109.9124,78.19,57,100,8.77,MX,overcast clouds
228,Chuy,-33.6971,-53.4616,61.52,84,100,6.26,UY,overcast clouds
229,Zhigansk,66.7697,123.3711,30.63,80,100,28.99,RU,overcast clouds
230,Manado,1.487,124.8455,90.37,62,20,4.61,ID,few clouds
231,Alugan,12.2188,125.4808,83.61,63,99,9.26,PH,overcast clouds
232,Hermanus,-34.4187,19.2345,59.81,85,99,9.55,ZA,overcast clouds
233,Qaqortoq,60.7167,-46.0333,25.9,88,40,1.61,GL,scattered clouds
234,Trinidad,-14.8333,-64.9,66.54,75,0,5.84,BO,clear sky
235,Naze,28.3667,129.4833,66.06,59,41,8.57,JP,scattered clouds
236,Callaway,30.153,-85.5699,71.91,90,75,9.22,US,broken clouds
237,Cacota,7.2679,-72.642,53.83,92,100,1.74,CO,overcast clouds
238,Thunder Bay,48.4001,-89.3168,29.28,79,100,4.0,CA,overcast clouds
239,Nyrob,60.733,56.7202,19.58,94,99,3.4,RU,overcast clouds
240,Garissa,-0.4536,39.6401,79.61,77,100,14.05,KE,overcast clouds
241,Dzilam Gonzalez,21.2833,-88.9333,76.48,78,0,9.26,MX,clear sky
242,Ibimirim,-8.5406,-37.6903,71.82,89,100,3.62,BR,light rain
243,Ocos,14.5094,-92.1933,82.58,68,49,7.25,GT,scattered clouds
244,Hovd,48.0056,91.6419,50.31,15,1,4.43,MN,clear sky
245,Oranjemund,-28.55,16.4333,61.09,63,0,4.41,NA,clear sky
246,Kiama,-34.6833,150.8667,80.38,56,100,7.0,AU,overcast clouds
247,Moyale,3.5167,39.0584,67.03,86,100,3.49,KE,moderate rain
248,Roma,43.2128,-75.4557,36.09,68,6,4.81,US,clear sky
249,Maryville,35.7565,-83.9705,60.01,67,100,1.99,US,overcast clouds
250,Pochutla,15.7432,-96.4661,81.82,68,14,6.89,MX,few clouds
251,Palana,59.1167,159.9667,24.64,84,100,7.72,RU,overcast clouds
252,Mandi Bahauddin,32.5834,73.4843,82.83,20,7,0.89,PK,clear sky
253,Port Elizabeth,-33.918,25.5701,63.32,97,75,9.22,ZA,light rain
254,Batemans Bay,-35.7167,150.1833,69.1,43,100,1.66,AU,overcast clouds
255,Hasaki,35.7333,140.8333,66.29,66,100,12.03,JP,moderate rain
256,Fenelon Falls,44.5334,-78.7496,33.82,75,32,5.95,CA,scattered clouds
257,Okahandja,-21.9833,16.9167,61.74,35,49,5.26,NA,scattered clouds
258,Husavik,66.0449,-17.3389,38.39,98,100,3.44,IS,light rain
259,Faanui,-16.4833,-151.75,81.07,72,5,10.49,PF,clear sky
260,Codrington,-38.2667,141.9667,59.31,76,100,11.05,AU,overcast clouds
261,Lao Cai,22.4833,103.95,66.7,98,100,1.36,VN,overcast clouds
262,Mayumba,-3.432,10.6554,76.66,92,100,4.07,GA,overcast clouds
263,Isangel,-19.55,169.2667,83.28,71,100,2.86,VU,overcast clouds
264,Vaitape,-16.5167,-151.75,81.16,72,5,10.45,PF,clear sky
265,Puerto Escondido,15.85,-97.0667,81.72,73,12,8.1,MX,few clouds
266,Falam,22.9167,93.6833,78.21,36,55,1.66,MM,broken clouds
267,Talnakh,69.4865,88.3972,4.21,93,100,5.21,RU,overcast clouds
268,Itoman,26.1247,127.6694,74.17,62,40,6.91,JP,scattered clouds
269,Honiara,-9.4333,159.95,85.93,69,58,7.74,SB,broken clouds
270,Nuuk,64.1835,-51.7216,23.88,85,100,4.0,GL,overcast clouds
271,Sesimbra,38.4445,-9.1015,59.31,88,2,13.13,PT,clear sky
272,Margate,51.3813,1.3862,50.7,67,36,9.84,GB,scattered clouds
273,Otwock,52.1058,21.2613,42.04,67,20,5.59,PL,few clouds
274,Inongo,-1.95,18.2667,72.93,93,100,4.45,CD,light rain
275,Damietta,31.4165,31.8133,67.59,68,16,11.18,EG,few clouds
276,Juneau,58.3019,-134.4197,42.98,61,100,3.87,US,overcast clouds
277,Huangpi,30.8845,114.3779,62.44,61,97,8.39,CN,overcast clouds
278,Mendoza,-32.8908,-68.8272,62.92,43,3,4.99,AR,clear sky
279,Lata,40.1629,-8.3327,58.82,97,44,1.05,PT,scattered clouds
280,Tual,-5.6667,132.75,83.7,74,100,7.38,ID,overcast clouds
281,Padang,-0.9492,100.3543,75.25,84,100,2.59,ID,moderate rain
282,Chapais,49.7834,-74.8492,24.58,91,65,8.05,CA,broken clouds
283,Viedma,-40.8135,-62.9967,58.53,72,0,10.78,AR,clear sky
284,Itabira,-19.6192,-43.2269,59.41,94,17,1.68,BR,few clouds
285,Meulaboh,4.1363,96.1285,81.43,81,100,2.33,ID,overcast clouds
286,Komsomolskiy,40.4272,71.7189,61.52,44,29,6.91,UZ,scattered clouds
287,Ancud,-41.8697,-73.8203,56.23,89,87,6.58,CL,overcast clouds
288,Kahului,20.8947,-156.47,82.42,68,20,24.16,US,few clouds
289,Luba,3.4568,8.5547,81.61,83,100,4.61,GQ,light rain
290,Mahebourg,-20.4081,57.7,75.25,94,75,1.14,MU,thunderstorm with rain
291,Izumo,35.3667,132.7667,64.15,35,100,3.74,JP,overcast clouds
292,Sri Aman,1.2376,111.4621,86.31,68,73,2.06,MY,broken clouds
293,Sakakah,29.9697,40.2064,65.62,15,5,6.71,SA,clear sky
294,North Bend,43.4065,-124.2243,51.93,78,40,8.05,US,scattered clouds
295,Iisaku,59.1014,27.3081,33.82,76,100,3.49,EE,overcast clouds
296,Kutum,14.2,24.6667,76.71,16,67,2.01,SD,broken clouds
297,Novaya Zaimka,56.4857,66.9241,35.55,69,100,2.98,RU,overcast clouds
298,Dillon,34.4166,-79.3712,68.11,79,74,16.13,US,broken clouds
299,Lyngdal,58.1376,7.07,40.89,74,46,4.45,NO,scattered clouds
300,Grindavik,63.8424,-22.4338,39.67,70,75,5.75,IS,broken clouds
301,Ilulissat,69.2167,-51.1,-2.42,93,91,6.76,GL,overcast clouds
302,Bure,10.7,37.0667,63.52,66,97,1.3,ET,overcast clouds
303,Tagusao,9.1924,117.8141,85.3,68,79,4.21,PH,broken clouds
304,Kletskaya,49.3145,43.0584,54.12,61,100,9.53,RU,overcast clouds
305,Hofn,64.2539,-15.2082,44.17,72,7,8.81,IS,clear sky
306,Uni,57.7535,51.4923,28.65,92,100,8.5,RU,light snow
307,Kefamenanu,-9.4467,124.4781,82.89,69,88,4.54,ID,overcast clouds
308,Soe,-9.8607,124.284,79.95,62,72,4.52,ID,broken clouds
309,Antalaha,-14.9003,50.2788,73.26,87,61,6.38,MG,broken clouds
310,Boma,7.0805,-2.1697,73.47,95,100,2.82,GH,overcast clouds
311,Puerto Ayacucho,5.6639,-67.6236,76.68,89,86,4.07,VE,light rain
312,Saint Joseph,39.7686,-94.8466,37.54,90,100,5.75,US,overcast clouds
313,Northam,51.0333,-4.2167,47.39,90,51,7.83,GB,broken clouds
314,Mareeba,-17.0,145.4333,81.45,70,58,6.44,AU,broken clouds
315,Mahanoro,-19.9,48.8,73.42,90,51,1.86,MG,light rain
316,Veydelevka,50.1521,38.4492,48.99,87,100,3.02,RU,overcast clouds
317,Merke,42.8728,73.1786,67.28,35,62,5.28,KZ,broken clouds
318,Fort Nelson,58.8053,-122.7002,19.85,75,100,2.44,CA,overcast clouds
319,Kavaratti,10.5669,72.642,83.35,71,83,2.68,IN,broken clouds
320,Rockhampton,-23.3833,150.5,82.29,36,0,10.36,AU,clear sky
321,Pimenta Bueno,-11.6725,-61.1936,72.0,96,100,3.27,BR,overcast clouds
322,Cruzeiro Do Sul,-29.5128,-51.9853,65.52,86,76,1.03,BR,broken clouds
323,Gorkovskiy,45.6542,41.199,51.01,68,100,9.51,RU,overcast clouds
324,Kidal,18.4411,1.4078,73.4,22,14,9.98,ML,few clouds
325,Pisco,-13.7,-76.2167,65.01,77,0,12.66,PE,clear sky
326,Kloulklubed,7.0419,134.2556,84.7,73,100,4.16,PW,overcast clouds
327,Mustasaari,63.1142,21.6822,31.95,93,0,4.61,FI,clear sky
328,Aykhal,66.0,111.5,24.48,91,100,19.69,RU,overcast clouds
329,Leningradskiy,69.3833,178.4167,21.11,90,95,6.02,RU,overcast clouds
330,Sakaiminato,35.55,133.2333,60.48,41,100,2.37,JP,overcast clouds
331,Burnie,-41.0667,145.9167,61.92,61,100,7.16,AU,moderate rain
332,Kushiro,42.975,144.3747,46.67,66,89,16.71,JP,overcast clouds
333,Huangnihe,43.5583,128.0239,48.16,32,37,6.78,CN,scattered clouds
334,Prince Rupert,54.3161,-130.3201,45.68,56,9,4.21,CA,clear sky
335,Yarada,17.65,83.2667,84.52,84,75,4.61,IN,broken clouds
336,Te Anau,-45.4167,167.7167,63.52,50,24,4.5,NZ,few clouds
337,Saint-Pierre,-21.3393,55.4781,74.88,85,75,4.61,RE,broken clouds
338,Surgut,61.25,73.4167,23.18,85,0,0.0,RU,clear sky
339,Old Town,50.087,14.4202,44.29,75,0,6.91,CZ,clear sky
340,Mananara,-16.1667,49.7667,72.28,93,13,4.7,MG,few clouds
341,Maarianhamina,60.0973,19.9348,33.66,100,0,3.44,AX,clear sky
342,Kununurra,-15.7667,128.7333,89.58,62,0,5.75,AU,clear sky
343,Katherine,-14.4667,132.2667,91.72,43,99,3.44,AU,overcast clouds
344,Wagar,16.1525,36.2032,86.77,21,3,5.97,SD,clear sky
345,Alexandria,31.2156,29.9553,65.97,76,99,13.49,EG,overcast clouds
346,Mogadishu,2.0371,45.3438,82.4,81,94,9.86,SO,overcast clouds
347,Kieta,-6.2167,155.6333,83.43,73,73,2.57,PG,light rain
